customer_id;customer_status;refer_a_friend;num_referrals;tenure_months;offer;phone_service;avg_monthly_longdist_charge;multiple_lines;internet_service;internet_type;avg_monthly_gb_download;online_security;online_backup;device_protection_plan;premium_tech_support;streaming_tv;streaming_movies;streaming_music;unlimited_data;contract;paperless_billing;payment_method;monthly_charge;total_charges;total_refunds;total_extra_charges;total_longdist_charges;total_revenue
7277-KAMWT;Stayed;No;0;13;Offer D;Yes;1,61;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;20;268,45;0;0;20,93;289,38
7277-OZCGZ;Stayed;No;0;22;None;Yes;6;No;Yes;Fiber Optic;8;Yes;No;No;Yes;No;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;89,05;1886,25;0;0;132;2018,25
7278-CKDNC;Stayed;No;0;24;None;Yes;46,13;Yes;Yes;Fiber Optic;23;No;Yes;No;No;No;No;No;Yes;Two Year;Yes;Bank Withdrawal;80,5;2088,45;0;0;1107,12;3195,57
7279-BUYWN;Churned;No;0;41;None;Yes;27,95;Yes;Yes;Fiber Optic;23;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;113,2;4689,5;0;0;1145,95;5835,45
7279-NMVJC;Stayed;No;0;17;None;Yes;25,62;No;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Bank Withdrawal;19,9;323,15;0;0;435,54;758,69
7284-BUYEC;Stayed;No;0;5;Offer E;No;0;No;Yes;Cable;26;No;Yes;No;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Credit Card;50,95;229,4;0;0;0;229,4
7284-ZZLOH;Stayed;Yes;10;45;None;Yes;43,27;No;Yes;DSL;4;Yes;No;Yes;No;No;No;No;No;Two Year;No;Credit Card;53,3;2296,25;0;90;1947,15;4333,4
7285-KLOTR;Stayed;Yes;3;12;None;Yes;25,09;Yes;Yes;Cable;17;Yes;No;Yes;No;Yes;Yes;Yes;Yes;One Year;No;Bank Withdrawal;78,85;876,75;0;0;301,08;1177,83
7291-CDTMJ;Joined;No;0;1;Offer E;Yes;13,85;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;Yes;Bank Withdrawal;19,65;19,65;0;0;13,85;33,5
7293-LSCDV;Stayed;Yes;2;60;None;Yes;23,68;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;Yes;Credit Card;19,25;1103,25;0;0;1420,8;2524,05
7294-TMAOP;Churned;No;0;1;Offer E;Yes;15,44;No;Yes;Fiber Optic;51;No;No;No;No;Yes;Yes;Yes;No;Month-to-Month;No;Bank Withdrawal;90,55;90,55;0;60;15,44;165,99
7295-JOMMD;Churned;No;0;4;Offer E;Yes;5,63;No;Yes;Fiber Optic;18;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;98,1;396,3;0;0;22,52;418,82
7296-PIXQY;Stayed;No;0;14;Offer D;Yes;23;No;Yes;Fiber Optic;17;No;No;No;No;No;No;No;Yes;Month-to-Month;No;Bank Withdrawal;70,2;1046,5;0;0;322;1368,5
7297-DVYGA;Stayed;No;0;51;Offer B;Yes;29,87;No;No;None;0;No;No;No;No;No;No;No;No;One Year;Yes;Bank Withdrawal;19,85;996,95;0;0;1523,37;2520,32
7298-IZWLY;Joined;No;0;1;None;Yes;23,97;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;Yes;Credit Card;19,4;19,4;0;0;23,97;43,37
7299-GNVPL;Stayed;Yes;5;23;None;Yes;27,24;No;Yes;Fiber Optic;82;Yes;Yes;No;Yes;No;No;No;Yes;Month-to-Month;No;Mailed Check;84,4;1936,85;0;0;626,52;2563,37
7301-ABVAD;Stayed;No;0;72;None;Yes;8,29;Yes;Yes;Cable;13;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;No;Bank Withdrawal;86,6;6350,5;0;0;596,88;6947,38
7302-ZHMHP;Joined;No;0;1;None;Yes;22,37;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;19,15;19,15;0;0;22,37;41,52
7305-ZWMAJ;Stayed;Yes;2;30;None;Yes;22,89;No;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Credit Card;20,7;587,1;0;0;686,7;1273,8
7306-YDSOI;Stayed;Yes;4;69;Offer A;Yes;49,4;No;Yes;DSL;12;Yes;Yes;Yes;No;No;No;No;Yes;Two Year;Yes;Bank Withdrawal;59,75;4069,9;0;0;3408,6;7478,5
7310-EGVHZ;Joined;No;0;1;Offer E;Yes;24,48;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Bank Withdrawal;20,2;20,2;0;0;24,48;44,68
7311-MQJCH;Stayed;No;0;5;None;Yes;37,97;No;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Bank Withdrawal;19,55;99,6;0;0;189,85;289,45
7312-XSBAT;Joined;No;0;1;Offer E;Yes;41,79;No;Yes;DSL;14;Yes;No;No;No;No;No;No;Yes;Month-to-Month;No;Bank Withdrawal;49,75;49,75;0;0;41,79;91,54
7314-OXENN;Churned;No;0;2;None;Yes;41,18;Yes;Yes;Fiber Optic;14;No;Yes;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;82;184,65;0;0;82,36;267,01
7315-WYOAW;Stayed;No;0;13;Offer D;Yes;44,43;Yes;Yes;Fiber Optic;41;No;No;No;Yes;Yes;Yes;Yes;No;Month-to-Month;No;Bank Withdrawal;100,75;1313,25;0;120;577,59;2010,84
7317-GGVPB;Churned;Yes;1;71;Offer A;Yes;5,76;Yes;Yes;Fiber Optic;11;No;Yes;Yes;Yes;Yes;Yes;Yes;No;Two Year;Yes;Credit Card;108,6;7690,9;0;20;408,96;8119,86
7318-EIVKO;Stayed;No;0;8;Offer E;Yes;48,2;Yes;Yes;DSL;22;No;No;No;No;Yes;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;59,25;436,6;0;0;385,6;822,2
7319-VENRZ;Stayed;No;0;7;Offer E;Yes;31,84;No;Yes;Cable;58;No;No;Yes;Yes;Yes;No;No;Yes;Month-to-Month;No;Bank Withdrawal;64,3;445,95;0;0;222,88;668,83
7319-ZNRTR;Stayed;Yes;1;25;None;Yes;15,76;No;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Bank Withdrawal;19,6;411,15;0;0;394;805,15
7321-KKSDU;Stayed;No;0;32;None;Yes;16,94;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;20,5;696,8;0;0;542,08;1238,88
7321-PKUYW;Churned;No;0;11;Offer D;Yes;22,36;Yes;Yes;Cable;3;No;No;No;Yes;Yes;No;No;Yes;Month-to-Month;No;Bank Withdrawal;90,15;987,95;0;0;245,96;1233,91
7321-VGNKU;Joined;Yes;1;2;Offer E;Yes;7,7;No;Yes;Fiber Optic;22;No;No;No;No;No;No;No;No;Month-to-Month;Yes;Bank Withdrawal;70,35;120,25;0;20;15,4;155,65
7321-ZNSLA;Stayed;No;0;13;None;No;0;No;Yes;DSL;57;Yes;Yes;No;Yes;No;No;No;Yes;Two Year;No;Credit Card;40,55;590,35;0;0;0;590,35
7322-OCWHC;Stayed;Yes;10;72;Offer A;Yes;1,34;Yes;Yes;Fiber Optic;30;Yes;Yes;Yes;Yes;No;No;No;Yes;Two Year;Yes;Bank Withdrawal;93,05;6735,05;0;0;96,48;6831,53
7325-ENZFI;Stayed;No;0;39;None;No;0;No;Yes;DSL;19;Yes;Yes;No;Yes;No;No;No;Yes;One Year;Yes;Bank Withdrawal;40,3;1630,4;0;0;0;1630,4
7326-RIGQZ;Stayed;Yes;9;6;None;Yes;38,5;No;Yes;Fiber Optic;20;No;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;69,8;377,85;0;0;231;608,85
7328-OWMOM;Stayed;No;0;31;Offer C;Yes;33,71;No;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Credit Card;20,1;589,25;0;0;1045,01;1634,26
7328-ZJAJO;Stayed;Yes;1;59;None;Yes;9,51;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;19,5;1222,65;0;0;561,09;1783,74
7330-WZLNC;Churned;No;0;5;Offer E;Yes;1,49;Yes;Yes;Fiber Optic;51;No;Yes;No;No;Yes;No;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;90,8;455,5;0;0;7,45;462,95
7336-RLLRH;Stayed;Yes;3;27;Offer C;Yes;11,83;Yes;Yes;DSL;14;Yes;No;No;Yes;Yes;Yes;Yes;Yes;One Year;No;Credit Card;80,85;2204,35;0;0;319,41;2523,76
7337-CINUD;Stayed;Yes;6;8;None;Yes;17,2;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Bank Withdrawal;19,5;159,35;0;0;137,6;296,95
7338-ERIVA;Stayed;No;0;39;Offer C;No;0;No;Yes;DSL;13;Yes;No;No;Yes;Yes;No;No;Yes;One Year;No;Bank Withdrawal;45,05;1790,6;0;0;0;1790,6
7339-POGZN;Stayed;No;0;4;None;Yes;16,25;Yes;Yes;DSL;51;No;No;No;No;No;No;No;Yes;Month-to-Month;No;Bank Withdrawal;50,7;214,55;39,92;0;65;239,63
7340-KEFQE;Stayed;Yes;7;51;Offer B;No;0;No;Yes;Cable;27;Yes;No;No;Yes;No;No;Yes;Yes;Two Year;No;Bank Withdrawal;34,2;1782;9,39;0;0;1772,61
7341-LXCAF;Churned;Yes;8;4;None;Yes;48,64;Yes;Yes;Fiber Optic;30;No;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;74,65;301,4;0;0;194,56;495,96
7343-EOBEU;Joined;Yes;9;3;Offer E;Yes;14,1;Yes;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;Yes;Credit Card;23,6;89,05;0;0;42,3;131,35
7346-MEDWM;Stayed;No;0;59;Offer B;Yes;31,23;Yes;Yes;Fiber Optic;16;No;Yes;Yes;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;83,25;4949,1;0;0;1842,57;6791,67
7349-ALMUX;Stayed;No;0;37;None;Yes;38,43;No;Yes;Cable;30;Yes;Yes;Yes;Yes;No;No;No;Yes;Two Year;No;Bank Withdrawal;65,6;2313,8;0;0;1421,91;3735,71
7351-KYHQH;Stayed;No;0;7;None;Yes;7,82;No;Yes;Cable;7;No;Yes;Yes;No;Yes;No;No;Yes;Two Year;Yes;Bank Withdrawal;64,95;493,65;0;0;54,74;548,39
7351-MHQVU;Stayed;No;0;6;Offer E;No;0;No;Yes;Cable;23;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Month-to-Month;No;Credit Card;50,95;307,6;0;0;0;307,6
7353-YOWFP;Stayed;No;0;7;None;Yes;39,59;No;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Credit Card;20,25;129,15;0;0;277,13;406,28
7354-OIJLX;Stayed;No;0;9;Offer E;Yes;7,32;Yes;Yes;Fiber Optic;11;No;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;75,85;724,65;0;0;65,88;790,53
7356-AYNJP;Stayed;No;0;4;Offer E;Yes;6,36;Yes;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Bank Withdrawal;23,9;97,5;0;0;25,44;122,94
7356-IWLFW;Stayed;Yes;1;46;Offer B;Yes;5,52;Yes;Yes;Fiber Optic;16;No;Yes;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;80;3769,7;0;0;253,92;4023,62
7359-PTSXY;Churned;No;0;1;None;Yes;24,24;No;Yes;DSL;28;No;No;No;No;No;No;No;Yes;Month-to-Month;No;Bank Withdrawal;45,75;45,75;0;0;24,24;69,99
7359-SSBJK;Churned;No;0;64;Offer B;Yes;29,12;No;Yes;DSL;24;Yes;Yes;No;Yes;Yes;No;No;Yes;Two Year;Yes;Credit Card;70,2;4481;0;0;1863,68;6344,68
7359-WWYJV;Stayed;Yes;5;72;None;Yes;6,29;Yes;Yes;Fiber Optic;8;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;No;Credit Card;114,45;8375,05;0;0;452,88;8827,93
7361-YPXFS;Stayed;No;0;28;None;Yes;12,72;Yes;Yes;Cable;23;No;Yes;Yes;Yes;No;No;No;Yes;Two Year;No;Bank Withdrawal;64,45;1867,6;0;0;356,16;2223,76
7363-QTBIW;Stayed;Yes;3;9;None;Yes;6,78;No;Yes;Fiber Optic;59;No;No;No;No;No;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;79,75;769,1;0;0;61,02;830,12
7365-BVCJH;Joined;No;0;1;Offer E;No;0;No;Yes;DSL;6;No;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;24,4;24,4;0;0;0;24,4
7369-TRPFD;Stayed;No;0;19;Offer D;Yes;17,17;No;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Credit Card;18,8;279,2;0;0;326,23;605,43
7375-WMVMT;Stayed;Yes;2;71;None;Yes;1,23;No;Yes;Fiber Optic;9;No;Yes;Yes;Yes;No;Yes;No;Yes;Two Year;Yes;Credit Card;95,5;6707,15;0;0;87,33;6794,48
7377-DMMRI;Churned;No;0;2;Offer E;Yes;13,73;No;Yes;DSL;11;Yes;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;47,8;92,45;0;0;27,46;119,91
7379-FNIUJ;Joined;No;0;2;Offer E;Yes;22,56;No;Yes;Fiber Optic;15;Yes;Yes;No;No;Yes;Yes;Yes;No;Month-to-Month;No;Bank Withdrawal;100,2;198,5;0;10;45,12;253,62
7379-POKDZ;Churned;Yes;1;3;None;Yes;26,71;No;Yes;Fiber Optic;11;No;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;70,3;208,85;0;0;80,13;288,98
7382-DFJTU;Stayed;No;0;18;Offer D;Yes;47,72;No;Yes;DSL;28;No;No;Yes;Yes;No;No;No;Yes;Month-to-Month;No;Credit Card;55,2;1058,1;0;0;858,96;1917,06
7384-GHBPI;Churned;Yes;1;3;Offer E;No;0;No;Yes;Cable;13;No;No;No;No;No;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;35,15;99,75;0;0;0;99,75
7389-KBFIT;Joined;Yes;6;2;Offer E;No;0;No;Yes;DSL;20;No;Yes;No;No;No;No;No;Yes;Month-to-Month;Yes;Mailed Check;30,25;63,75;0;0;0;63,75
7392-YYPYJ;Stayed;No;0;22;Offer D;Yes;28,42;Yes;Yes;Fiber Optic;73;No;Yes;No;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;100,65;2415,95;5,01;0;625,24;3036,18
7394-FKDNK;Churned;Yes;3;9;Offer E;Yes;26,51;No;Yes;Fiber Optic;18;No;No;No;No;Yes;Yes;Yes;Yes;Month-to-Month;No;Bank Withdrawal;89,45;853,1;0;0;238,59;1091,69
7394-LWLYN;Joined;No;0;2;None;Yes;33,75;No;Yes;Fiber Optic;10;No;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;70,15;123,8;0;0;67,5;191,3
7395-IGJOS;Churned;Yes;1;17;None;Yes;9,5;No;Yes;Fiber Optic;16;No;No;No;No;No;Yes;No;Yes;Month-to-Month;No;Bank Withdrawal;81,5;1329,2;0;0;161,5;1490,7
7395-XWZOY;Stayed;No;0;20;None;No;0;No;Yes;DSL;20;Yes;Yes;Yes;Yes;Yes;No;No;Yes;Month-to-Month;Yes;Credit Card;55;1165,55;0;0;0;1165,55
7396-VJUZB;Stayed;Yes;8;4;Offer E;Yes;35,09;No;Yes;DSL;30;No;No;No;No;No;No;No;Yes;Month-to-Month;No;Credit Card;45,25;155,35;0;0;140,36;295,71
7398-HPYZQ;Stayed;Yes;2;71;Offer A;Yes;28,58;Yes;Yes;Cable;30;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;No;Bank Withdrawal;90,55;6404;0;0;2029,18;8433,18
7398-LXGYX;Stayed;Yes;2;44;Offer B;Yes;21,39;Yes;Yes;Fiber Optic;10;Yes;No;Yes;No;No;No;No;Yes;Month-to-Month;Yes;Credit Card;84,8;3626,35;43,96;0;941,16;4523,55
7398-SKNQZ;Joined;Yes;5;3;None;Yes;2,97;Yes;Yes;Fiber Optic;7;No;No;No;No;Yes;Yes;Yes;Yes;Month-to-Month;No;Bank Withdrawal;94,9;273,2;0;0;8,91;282,11
7399-QHBJS;Stayed;Yes;8;72;None;Yes;22,62;Yes;Yes;Cable;27;Yes;Yes;No;Yes;No;No;No;Yes;Two Year;No;Credit Card;66,75;4760,3;0;0;1628,64;6388,94
7401-JIXNM;Stayed;Yes;5;54;None;Yes;29,66;Yes;Yes;Cable;76;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;No;Credit Card;91,3;4965;0;0;1601,64;6566,64
7401-RUBNK;Stayed;Yes;1;18;Offer D;Yes;43,29;No;Yes;Fiber Optic;41;Yes;No;No;No;No;No;No;Yes;Month-to-Month;No;Bank Withdrawal;74,8;1438,05;0;0;779,22;2217,27
7402-EYFXX;Stayed;No;0;26;Offer C;Yes;25,04;Yes;Yes;Fiber Optic;9;No;No;No;No;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;93,6;2404,1;0;0;651,04;3055,14
7402-PWYJJ;Stayed;Yes;2;53;Offer B;Yes;42,18;Yes;Yes;Fiber Optic;53;No;No;No;Yes;No;Yes;Yes;No;One Year;Yes;Bank Withdrawal;91,15;4862,5;0;150;2235,54;7248,04
7404-JLKQG;Joined;No;0;3;None;Yes;48,3;No;Yes;Cable;42;No;No;Yes;No;Yes;No;No;Yes;Month-to-Month;No;Bank Withdrawal;57,55;161,45;0;0;144,9;306,35
7407-SUJIZ;Stayed;No;0;25;Offer C;Yes;13,36;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;20,6;541,5;0;0;334;875,5
7408-OFWXJ;Stayed;Yes;3;72;None;Yes;44,92;Yes;Yes;DSL;69;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;No;Credit Card;89,8;6510,45;0;0;3234,24;9744,69
7409-JURKQ;Stayed;Yes;3;53;None;Yes;41,82;Yes;Yes;Fiber Optic;69;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;One Year;Yes;Bank Withdrawal;111,8;5809,75;0;0;2216,46;8026,21
7409-KIUTL;Churned;No;0;1;None;Yes;28,64;No;Yes;Fiber Optic;5;No;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;71;71;0;0;28,64;99,64
7410-KTVFV;Churned;Yes;1;18;None;Yes;19,05;No;Yes;DSL;26;No;No;Yes;No;No;No;No;Yes;Month-to-Month;Yes;Mailed Check;49,55;878,35;0;0;342,9;1221,25
7410-OIEDU;Stayed;No;0;10;None;Yes;48,38;No;Yes;Fiber Optic;42;Yes;No;Yes;No;No;No;No;Yes;Month-to-Month;Yes;Credit Card;79,85;887,35;0;0;483,8;1371,15
7410-YTJIK;Churned;No;0;7;None;Yes;18,1;Yes;Yes;Fiber Optic;15;No;No;No;No;No;No;No;Yes;Month-to-Month;No;Credit Card;75,45;480,75;0;0;126,7;607,45
7416-CKTEP;Stayed;Yes;10;57;Offer B;Yes;23,28;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;Yes;Bank Withdrawal;19,6;1134,25;0;0;1326,96;2461,21
7421-ZLUPA;Stayed;No;0;8;None;No;0;No;Yes;DSL;2;No;Yes;No;No;No;No;No;Yes;Month-to-Month;Yes;Credit Card;29,25;226,95;0;0;0;226,95
7422-WNBTY;Stayed;Yes;5;33;None;Yes;31,76;Yes;Yes;Fiber Optic;7;No;Yes;Yes;No;No;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;93,35;3092;0;0;1048,08;4140,08
7426-GSWPO;Stayed;No;0;64;Offer B;Yes;19,2;Yes;Yes;Fiber Optic;18;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;103,5;6548,65;0;0;1228,8;7777,45
7426-RHZGU;Stayed;No;0;9;None;Yes;30,8;No;Yes;Fiber Optic;3;No;No;No;Yes;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;95,9;827,45;0;0;277,2;1104,65
7426-WEIJX;Stayed;Yes;10;60;None;Yes;18,23;Yes;Yes;Fiber Optic;11;Yes;No;No;No;No;No;No;Yes;Two Year;Yes;Bank Withdrawal;80,95;4859,1;49,53;0;1093,8;5903,37
7427-AUFPY;Stayed;No;0;54;None;Yes;25,72;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;19,65;1008,7;0;0;1388,88;2397,58
7432-FFVAR;Stayed;Yes;2;46;Offer B;Yes;6,26;No;Yes;Fiber Optic;48;No;No;Yes;Yes;No;Yes;Yes;No;One Year;No;Bank Withdrawal;90,95;4236,6;0;50;287,96;4574,56
7434-SHXLS;Churned;No;0;1;Offer E;Yes;15,73;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Mailed Check;20,9;20,9;0;0;15,73;36,63
7435-ZNUYY;Stayed;No;0;6;Offer E;Yes;12,17;No;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Credit Card;20,6;116,6;0;0;73,02;189,62
7439-DKZTW;Joined;No;0;1;None;Yes;5,93;No;Yes;Fiber Optic;19;No;No;No;No;Yes;No;No;No;Month-to-Month;Yes;Bank Withdrawal;80,55;80,55;0;60;5,93;146,48
7442-YGZFK;Joined;No;0;1;None;Yes;3,97;Yes;Yes;DSL;11;No;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Credit Card;49,8;49,8;0;0;3,97;53,77
7445-WMRBW;Stayed;No;0;48;Offer B;Yes;21,39;Yes;Yes;DSL;3;No;Yes;Yes;Yes;Yes;No;No;No;One Year;Yes;Bank Withdrawal;73,85;3581,4;0;60;1026,72;4668,12
7446-KQISO;Stayed;Yes;2;45;None;Yes;7,48;Yes;Yes;Fiber Optic;27;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;109,75;4900,65;0;0;336,6;5237,25
7446-SFAOA;Stayed;Yes;8;37;None;Yes;15,51;No;No;None;0;No;No;No;No;No;No;No;No;One Year;Yes;Bank Withdrawal;19,85;717,5;0;0;573,87;1291,37
7446-YPODE;Stayed;No;0;11;None;Yes;48,33;Yes;Yes;DSL;17;Yes;Yes;No;No;No;No;No;No;Two Year;No;Bank Withdrawal;60,25;662,95;0;120;531,63;1314,58
7449-HVPIV;Stayed;Yes;10;55;Offer B;Yes;22,56;Yes;Yes;Fiber Optic;56;No;No;Yes;No;Yes;No;No;Yes;Month-to-Month;Yes;Credit Card;90,4;5099,15;0;0;1240,8;6339,95
7450-NWRTR;Churned;No;0;12;None;Yes;21,89;Yes;Yes;Fiber Optic;26;No;No;Yes;No;Yes;Yes;No;Yes;Month-to-Month;Yes;Bank Withdrawal;99,45;1200,15;0;0;262,68;1462,83
7452-FOLON;Stayed;No;0;39;None;Yes;46,57;Yes;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Bank Withdrawal;25,45;958,45;0;0;1816,23;2774,68
7459-IMVYU;Stayed;No;0;38;None;Yes;28;Yes;Yes;DSL;22;Yes;Yes;Yes;Yes;No;No;No;No;Month-to-Month;No;Bank Withdrawal;69,95;2657,55;0;90;1064;3811,55
7459-RRWQZ;Churned;No;0;15;Offer D;Yes;47,57;Yes;Yes;DSL;26;Yes;No;No;No;No;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;64,65;994,55;0;0;713,55;1708,1
7460-ITWWP;Stayed;Yes;5;45;None;Yes;40,85;No;Yes;Fiber Optic;24;No;No;Yes;No;No;Yes;No;Yes;One Year;Yes;Bank Withdrawal;86,1;3861,45;12,19;0;1838,25;5687,51
7463-IFMQU;Stayed;Yes;1;72;None;Yes;47,24;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Bank Withdrawal;20,05;1423,65;0;0;3401,28;4824,93
7465-ZZRVX;Joined;No;0;1;None;Yes;14,42;No;Yes;Fiber Optic;27;No;No;No;No;No;No;No;No;Month-to-Month;Yes;Bank Withdrawal;70,35;70,35;0;10;14,42;94,77
7469-LKBCI;Stayed;No;0;16;Offer D;Yes;32,62;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;18,95;326,8;0;0;521,92;848,72
7470-DYNOE;Stayed;No;0;53;Offer B;Yes;4,82;No;Yes;DSL;24;No;No;Yes;No;No;Yes;Yes;Yes;One Year;Yes;Bank Withdrawal;61,1;3357,9;0;0;255,46;3613,36
7470-MCQTK;Churned;Yes;1;13;None;No;0;No;Yes;DSL;8;No;No;Yes;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;48,75;633,4;0;0;0;633,4
7471-MQPOS;Stayed;Yes;1;71;None;Yes;46,11;Yes;Yes;DSL;20;No;Yes;Yes;Yes;No;Yes;No;No;One Year;Yes;Bank Withdrawal;72,9;5139,65;0;20;3273,81;8433,46
7471-WNSUF;Stayed;Yes;1;60;Offer B;Yes;16,42;Yes;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Bank Withdrawal;24,15;1505,9;0;0;985,2;2491,1
7472-EQOAV;Stayed;Yes;5;71;Offer A;Yes;30,16;No;Yes;Fiber Optic;19;Yes;Yes;Yes;No;No;No;No;Yes;One Year;Yes;Bank Withdrawal;86,7;6179,35;0;0;2141,36;8320,71
7473-ZBDSN;Stayed;Yes;2;14;Offer D;Yes;44,55;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Mailed Check;18,8;255,55;0;0;623,7;879,25
7479-NITWS;Churned;No;0;7;None;Yes;36,84;Yes;Yes;Fiber Optic;17;No;No;Yes;No;Yes;No;No;No;Month-to-Month;Yes;Credit Card;89,35;631,85;0;60;257,88;949,73
7480-QNVZJ;Churned;No;0;50;None;Yes;18,92;Yes;Yes;Fiber Optic;11;No;No;No;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;95,7;4816,7;0;0;946;5762,7
7480-SPLEF;Stayed;Yes;5;69;None;Yes;11,6;Yes;No;None;0;No;No;No;No;No;No;No;No;Two Year;Yes;Bank Withdrawal;26;1796,55;0;0;800,4;2596,95
7481-ATQQS;Churned;No;0;49;Offer B;Yes;44,88;Yes;Yes;Fiber Optic;15;No;No;Yes;No;No;Yes;No;Yes;Month-to-Month;Yes;Credit Card;90,85;4515,85;0;0;2199,12;6714,97
7483-IQWIB;Stayed;Yes;1;37;Offer C;Yes;38,89;Yes;Yes;Fiber Optic;29;No;Yes;Yes;No;Yes;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;92,95;3415,25;0;0;1438,93;4854,18
7486-KSRVI;Churned;No;0;43;Offer B;Yes;39,37;Yes;Yes;Fiber Optic;23;No;No;No;Yes;Yes;Yes;Yes;No;One Year;Yes;Bank Withdrawal;100;4211,55;0;140;1692,91;6044,46
7488-MXJIV;Churned;No;0;4;Offer E;Yes;43,32;Yes;Yes;Fiber Optic;20;No;No;No;No;Yes;No;No;No;Month-to-Month;Yes;Bank Withdrawal;85,65;321,65;0;10;173,28;504,93
7492-TAFJD;Stayed;Yes;5;7;None;No;0;No;Yes;Cable;58;Yes;Yes;Yes;No;No;No;No;Yes;Two Year;No;Credit Card;38,55;280;0;0;0;280
7493-GVFIO;Stayed;No;0;57;Offer B;Yes;12,99;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;20,55;1252,85;0;0;740,43;1993,28
