customer_id,phone_service,internet_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type
8182-PNAGI,Yes,Yes,No,No,No,Yes,No,No,No,DSL
8183-ONMXC,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic
8184-WMOFI,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,DSL
8185-UPYBR,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
8189-DUKMV,Yes,No,No,No,No,No,No,No,No,None
8189-HBVRW,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Fiber Optic
8189-XRIKE,Yes,Yes,No,No,No,No,Yes,Yes,No,Fiber Optic
8190-ZTQFB,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Cable
8191-XWSZG,Yes,No,No,No,No,No,No,No,No,None
8194-PEEBY,Yes,No,No,No,No,No,No,No,No,None
8197-BFWVU,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable
8198-RKSZG,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,DSL
8199-ZLLSA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
8200-KLNYW,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL
8200-LGKSR,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL
8201-AAXCB,Yes,Yes,No,No,No,No,Yes,No,No,Cable
8203-XJZRC,Yes,No,No,No,No,No,No,No,No,None
8204-TIFGJ,Yes,No,No,No,No,No,No,No,No,None
8204-YJCLA,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,DSL
8205-MQUGY,Yes,Yes,Yes,No,No,No,No,No,No,Cable
8205-OTCHB,No,Yes,No,Yes,Yes,No,No,Yes,Yes,DSL
8205-VSLRB,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Cable
8207-DMRVL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
8207-VVMYB,Yes,No,No,No,No,No,No,No,No,None
8208-EUMTE,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,DSL
8212-CRQXP,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic
8212-DJRCH,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber Optic
8213-TAZPM,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
8215-NGSPE,Yes,No,No,No,No,No,No,No,No,None
8216-AZUUZ,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic
8217-QYOHV,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Cable
8218-FFJDS,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,DSL
8219-VYBVI,Yes,No,No,No,No,No,No,No,No,None
8220-OCUFY,Yes,Yes,Yes,No,Yes,Yes,No,No,No,DSL
8221-EQDGL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,DSL
8221-HVAYI,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Cable
8224-DWCKX,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
8224-IVVPA,Yes,Yes,Yes,Yes,No,No,No,No,No,DSL
8224-KDLKN,Yes,No,No,No,No,No,No,No,No,None
8224-UAXBZ,No,Yes,Yes,Yes,No,No,Yes,No,No,DSL
8225-BTJAU,Yes,Yes,No,No,No,No,No,Yes,No,Fiber Optic
8226-BXGES,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Fiber Optic
8229-BUJHX,Yes,No,No,No,No,No,No,No,No,None
8229-MYEJZ,Yes,Yes,No,Yes,No,No,No,No,No,DSL
8229-TNIQA,Yes,Yes,No,No,No,No,No,No,No,Cable
8231-BSWXX,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic
8232-CTLKO,Yes,Yes,Yes,No,No,No,Yes,No,No,DSL
8232-UTFOZ,Yes,No,No,No,No,No,No,No,No,None
8234-GSZYK,Yes,No,No,No,No,No,No,No,No,None
8237-ULIXL,Yes,No,No,No,No,No,No,No,No,None
8241-JUIQO,Yes,No,No,No,No,No,No,No,No,None
8242-JSVBO,Yes,Yes,No,No,No,No,No,No,No,DSL
8242-PDSGJ,No,Yes,Yes,No,Yes,Yes,No,No,No,DSL
8242-SOQUO,Yes,Yes,No,Yes,No,No,Yes,No,No,Fiber Optic
8245-UMPYT,Yes,Yes,No,No,No,No,Yes,Yes,No,Fiber Optic
8246-SHFGA,Yes,No,No,No,No,No,No,No,No,None
8249-THVEC,Yes,No,No,No,No,No,No,No,No,None
8250-ZNGGW,Yes,Yes,Yes,Yes,No,Yes,No,No,No,DSL
8257-RZAHR,Yes,Yes,Yes,No,No,No,Yes,No,No,DSL
8258-GSTJK,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
8259-DZLIZ,Yes,Yes,No,Yes,No,No,No,No,No,DSL
8259-NFJTV,No,Yes,Yes,No,No,Yes,No,No,No,Cable
8260-NGFNY,No,Yes,No,No,No,No,No,No,Yes,DSL
8261-GWDBQ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Fiber Optic
8262-COGGB,Yes,No,No,No,No,No,No,No,No,None
8263-JQAIK,No,Yes,No,No,No,No,No,No,No,DSL
8263-OKETD,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Cable
8263-QMNTJ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
8265-HKSOW,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Fiber Optic
8266-VBFQL,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Fiber Optic
8267-KFGYD,Yes,No,No,No,No,No,No,No,No,None
8267-ZNYVZ,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic
8268-YDIXR,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Fiber Optic
8270-RKSAP,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
8272-ONJLV,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic
8276-MQBYC,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Fiber Optic
8277-RVRSV,Yes,No,No,No,No,No,No,No,No,None
8280-MQRQN,Yes,Yes,No,No,Yes,No,No,No,No,Cable
8285-ABVLB,Yes,No,No,No,No,No,No,No,No,None
8286-AFUYI,Yes,Yes,Yes,No,No,No,No,No,No,DSL
8290-YWKHZ,Yes,Yes,No,No,No,No,Yes,Yes,No,Fiber Optic
8292-FRFZQ,No,Yes,Yes,Yes,No,Yes,No,No,No,DSL
8292-ITGYJ,Yes,No,No,No,No,No,No,No,No,None
8292-TYSPY,Yes,Yes,No,No,Yes,Yes,No,No,No,Cable
8294-UIMBA,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Fiber Optic
8295-FHIVV,Yes,No,No,No,No,No,No,No,No,None
8295-KMENE,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,DSL
8305-VHZBZ,Yes,No,No,No,No,No,No,No,No,None
8309-IEYJD,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
8309-PPCED,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
8311-UEUAB,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,DSL
8313-AFGBW,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,DSL
8313-KTIHG,Yes,Yes,No,No,No,Yes,Yes,No,No,DSL
8313-NDOIA,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
8314-DPQHL,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,DSL
8314-HTWVE,Yes,No,No,No,No,No,No,No,No,None
8316-BBQAY,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Cable
8317-BVKSO,Yes,No,No,No,No,No,No,No,No,None
8318-LCNBW,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,DSL
8319-QBEHW,No,Yes,No,Yes,No,No,Yes,No,No,Cable
8325-QRPZR,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic
8327-LZKAS,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Cable
8327-WKMIE,Yes,No,No,No,No,No,No,No,No,None
8328-SKJNO,No,Yes,Yes,Yes,No,Yes,No,No,No,DSL
8329-GWVPJ,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
8329-IBCTI,Yes,No,No,No,No,No,No,No,No,None
8329-UTMVM,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Fiber Optic
8331-ZXFOE,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Cable
8332-OSJDW,Yes,No,No,No,No,No,No,No,No,None
8336-TAVKX,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,DSL
8337-MSSXB,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Fiber Optic
8337-UPOAQ,Yes,Yes,No,No,Yes,No,No,Yes,No,Fiber Optic
8338-QIUNR,Yes,Yes,Yes,No,Yes,Yes,No,No,No,DSL
8344-WFMFH,Yes,Yes,No,Yes,No,No,No,No,No,Cable
8345-MVDYC,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL
8347-GDTMP,Yes,No,No,No,No,No,No,No,No,None
8348-HFYIV,No,Yes,No,No,Yes,No,Yes,Yes,Yes,DSL
8348-JLBUG,Yes,Yes,Yes,No,Yes,No,No,No,No,Fiber Optic
8350-NYMVI,No,Yes,No,Yes,Yes,Yes,No,No,No,DSL
8356-WUAOJ,Yes,Yes,No,No,No,No,No,No,No,DSL
8357-EQXFO,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic
8361-LBRDI,Yes,No,No,No,No,No,No,No,No,None
8361-LTMKD,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
8364-TRMMK,Yes,Yes,No,No,No,No,No,No,No,Cable
8372-JUXUI,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
8374-UULRV,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,DSL
8374-XGEJJ,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Fiber Optic
8375-DKEBR,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
8375-KVTHK,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic
8378-LKJAF,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic
8380-MQINP,Yes,No,No,No,No,No,No,No,No,None
8380-PEFPE,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
8382-SHQEH,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic
8383-SGHJU,Yes,Yes,Yes,No,No,Yes,No,No,No,Cable
8384-FZBJK,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic
8387-MOJJT,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic
8387-UGUSU,Yes,No,No,No,No,No,No,No,No,None
8388-DMKAE,Yes,No,No,No,No,No,No,No,No,None
8388-FYNPZ,Yes,Yes,Yes,No,Yes,No,No,No,No,DSL
8390-FESFV,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL
8393-DLHGA,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic
8393-JMVMB,Yes,No,No,No,No,No,No,No,No,None
8395-ETZKQ,Yes,No,No,No,No,No,No,No,No,None
8397-MVTAZ,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic
8398-TBIYD,Yes,Yes,Yes,No,No,Yes,No,No,No,Fiber Optic
8399-YNDCH,Yes,Yes,No,No,Yes,No,Yes,No,No,DSL
8400-WZICQ,Yes,Yes,Yes,Yes,No,No,No,No,No,DSL
8401-EMUWF,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Cable
8402-EIVQS,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Fiber Optic
8402-OOOHJ,Yes,No,No,No,No,No,No,No,No,None
8404-FYDIB,Yes,Yes,Yes,Yes,No,No,No,No,No,Fiber Optic
8404-GFGCZ,Yes,Yes,No,No,Yes,No,Yes,No,No,DSL
8404-VIOMB,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL
8404-VLQFB,Yes,No,No,No,No,No,No,No,No,None
8405-IGQFX,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Fiber Optic
8406-LNMHF,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Fiber Optic
8409-WQJUX,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Cable
8410-BGQXN,Yes,No,No,No,No,No,No,No,No,None
8413-VONUO,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic
8413-YNHNV,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL
8414-MYSHR,Yes,Yes,No,No,No,No,Yes,Yes,No,Fiber Optic
8414-OOEEL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL
8417-FMLZI,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Fiber Optic
8417-GSODA,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic
8421-WZOOW,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Fiber Optic
8429-XIBUM,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic
8430-TWCBX,Yes,No,No,No,No,No,No,No,No,None
8433-WPJTV,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Fiber Optic
8433-WXGNA,Yes,Yes,Yes,No,No,No,No,No,No,Cable
8434-PNQZX,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL
8434-VGEQQ,Yes,No,No,No,No,No,No,No,No,None
8436-BJUMM,Yes,Yes,No,No,No,No,Yes,No,No,Cable
8439-LTUGF,Yes,No,No,No,No,No,No,No,No,None
8441-SHIPE,Yes,No,No,No,No,No,No,No,No,None
8443-WVPSS,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic
8443-ZRDBZ,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
8444-WRIDW,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic
8445-DNBAE,Yes,Yes,No,No,No,No,No,No,No,DSL
8450-JOVAH,Yes,Yes,Yes,No,No,No,No,No,No,DSL
8450-LUGUK,Yes,No,No,No,No,No,No,No,No,None
8450-UYIBU,No,Yes,No,No,Yes,No,Yes,No,No,Cable
8454-AATJP,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
8455-HIRAQ,Yes,Yes,No,No,No,No,No,No,No,DSL
8456-QDAVC,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic
8457-XIGKN,Yes,No,No,No,No,No,No,No,No,None
8461-EFQYM,Yes,No,No,No,No,No,No,No,No,None
8464-EETCQ,Yes,No,No,No,No,No,No,No,No,None
8465-SBRXP,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Fiber Optic
8466-PZBLH,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Fiber Optic
8467-WYNSR,Yes,Yes,Yes,No,No,Yes,No,No,No,DSL
8468-EHYJA,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic
8468-FZTOE,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Cable
8469-SNFFH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,DSL
8473-VUVJN,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
8474-UMLNT,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,DSL
8480-PPONV,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
8481-YYXWG,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Fiber Optic
8485-GJCDN,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
8486-AYEQH,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
8490-BXHEO,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic
8495-LJDFO,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Fiber Optic
8495-PRWFH,Yes,Yes,No,No,Yes,No,No,No,No,Cable
8496-DMZUK,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Fiber Optic
8496-EJAUI,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic
8498-XXGWA,Yes,Yes,Yes,No,Yes,No,No,No,No,DSL
8499-BRXTD,Yes,No,No,No,No,No,No,No,No,None
8510-AWCXC,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Fiber Optic
8510-BBWMU,Yes,No,No,No,No,No,No,No,No,None
8510-TMWYB,Yes,Yes,No,Yes,Yes,No,No,No,No,Cable
8512-WIWYV,Yes,No,No,No,No,No,No,No,No,None
8513-OLYGY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
8514-VZHEB,Yes,No,No,No,No,No,No,No,No,None
8515-OCTJS,Yes,No,No,No,No,No,No,No,No,None
8519-IMDHU,Yes,Yes,No,No,No,No,No,Yes,No,Cable
8519-QJGJD,Yes,Yes,No,No,Yes,No,No,No,No,Cable
8532-UEFWH,Yes,No,No,No,No,No,No,No,No,None
8535-SFUTN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber Optic
8540-ZQGEA,Yes,No,No,No,No,No,No,No,No,None
8541-QVFKM,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
8543-MSDMF,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Cable
8544-GOQSH,Yes,Yes,No,Yes,No,Yes,No,No,No,Fiber Optic
8544-JNBOX,Yes,No,No,No,No,No,No,No,No,None
8547-NSBBO,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Fiber Optic
8548-AWOFC,Yes,Yes,No,No,No,Yes,No,Yes,Yes,DSL
8550-XSXUQ,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Cable
8552-OBVRU,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic
8559-CIZFV,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Cable
8559-WNQZS,Yes,No,No,No,No,No,No,No,No,None
8561-NMTBD,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
8562-GHPPI,Yes,No,No,No,No,No,No,No,No,None
8563-IIOXK,Yes,Yes,Yes,No,No,No,No,No,Yes,DSL
8563-OYMQY,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Fiber Optic
8564-LDKFL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
8565-CLBZW,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Fiber Optic
8565-HBFNN,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Fiber Optic
8565-WUXZU,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Fiber Optic
8566-YPRGL,Yes,No,No,No,No,No,No,No,No,None
8570-KLJYJ,Yes,Yes,Yes,No,No,No,No,No,No,DSL
8571-ZCMCX,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,DSL
8573-CGOCC,Yes,No,No,No,No,No,No,No,No,None
8573-JGCZW,Yes,No,No,No,No,No,No,No,No,None
8577-QSOCG,Yes,No,No,No,No,No,No,No,No,None
8580-AECUZ,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic
8580-QVLOC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,DSL
8582-KRHPJ,No,Yes,Yes,Yes,No,No,No,No,No,DSL
8584-KMVXD,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic
8587-XYZSF,Yes,Yes,No,No,No,Yes,No,No,No,DSL
8590-OHDIW,Yes,No,No,No,No,No,No,No,No,None
8590-YFFQO,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,DSL
8591-NXRCV,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,DSL
8591-TKMZH,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic
8592-PLTMQ,Yes,No,No,No,No,No,No,No,No,None
8593-WHYHV,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic
8595-SIZNC,Yes,No,No,No,No,No,No,No,No,None
8597-CTXVJ,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Cable
8597-CWYHH,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic
8601-QACRS,Yes,Yes,No,No,No,No,No,No,No,Cable
8603-IJWDN,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic
8605-ITULD,Yes,No,No,No,No,No,No,No,No,None
8606-CIQUL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Fiber Optic
8606-OEGQZ,Yes,No,No,No,No,No,No,No,No,None
8608-OZTLB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,DSL
8610-WFCJF,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic
8610-ZIKJJ,Yes,No,No,No,No,No,No,No,No,None
8612-GXIDD,Yes,No,No,No,No,No,No,No,No,None
8614-VGMMV,Yes,Yes,No,No,No,No,No,No,No,DSL
8617-ENBDS,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic
8619-IJNDK,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,DSL
8620-RJPZN,Yes,No,No,No,No,No,No,No,No,None
8621-MNIHH,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Fiber Optic
8622-ZLFKO,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Fiber Optic
8623-TMRBY,Yes,Yes,No,Yes,Yes,No,No,No,No,Cable
8623-ULFNQ,Yes,Yes,No,No,No,Yes,No,Yes,Yes,DSL
8624-GIOUT,Yes,Yes,Yes,Yes,No,No,No,No,No,DSL
8625-AZYZY,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
8626-PTQGE,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Cable
8626-XHBIE,Yes,No,No,No,No,No,No,No,No,None
8627-EHGIP,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Cable
8627-ZYGSZ,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic
8628-MFKAX,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Fiber Optic
8630-FJLIB,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
8630-QSGXK,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,DSL
8631-NBHFZ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,DSL
8631-WUXGY,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
8631-XVRZL,Yes,No,No,No,No,No,No,No,No,None
8634-CILSZ,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic
8634-MPHTR,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Fiber Optic
8637-XJIVR,Yes,Yes,Yes,No,No,No,No,No,No,Fiber Optic
8639-NHQEI,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Fiber Optic
8640-SDGKB,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL
8642-GVWRF,Yes,Yes,No,Yes,Yes,No,No,No,No,Fiber Optic
8644-XLFBW,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
8644-XYTSV,No,Yes,Yes,No,No,No,Yes,No,No,DSL
8645-KOMJQ,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL
8645-KWHJO,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL
8646-JCOMS,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Fiber Optic
8647-SDTWQ,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
8648-PFRMP,No,Yes,No,No,No,No,Yes,Yes,Yes,Cable
8650-RHRKE,No,Yes,No,No,Yes,No,No,No,Yes,DSL
8651-ENBZX,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Fiber Optic
8652-YHIYU,Yes,Yes,No,No,No,Yes,No,No,No,Fiber Optic
8654-DHAOW,Yes,Yes,No,Yes,No,No,No,No,No,DSL
8659-HDIYE,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,DSL
8659-IOOPU,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber Optic
8660-BUETV,Yes,Yes,No,No,No,No,No,No,No,Cable
8661-BOYNW,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL
8663-UPDGF,Yes,Yes,Yes,Yes,No,No,Yes,No,No,DSL
8665-UTDHZ,No,Yes,No,Yes,No,No,No,No,No,DSL
8668-KNZTI,Yes,Yes,Yes,No,Yes,No,No,No,No,DSL
8670-ERCJH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
8670-MEFCP,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable
8671-KKKOS,No,Yes,Yes,Yes,No,No,Yes,No,No,DSL
8672-OAUPW,Yes,Yes,No,No,No,Yes,No,No,No,DSL
8676-OOQEJ,No,Yes,No,No,No,Yes,No,No,No,Cable
8676-TRMJS,Yes,Yes,No,No,No,No,No,No,Yes,Fiber Optic
8677-HDZEE,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic
8679-JOEVF,Yes,Yes,No,No,No,Yes,Yes,No,No,DSL
8679-LZBMD,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic
8680-CGLTP,Yes,Yes,Yes,Yes,No,Yes,No,No,No,DSL
8681-ICONS,Yes,No,No,No,No,No,No,No,No,None
8685-WHQPW,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
8687-BAFGU,Yes,Yes,No,No,No,Yes,No,No,No,Fiber Optic
8690-UPCZI,Yes,Yes,Yes,No,No,Yes,Yes,No,No,DSL
8690-ZVLCL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL
8695-ARGXZ,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
8695-WDYEA,Yes,Yes,Yes,No,No,No,No,No,No,DSL
8696-JKZNU,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
8699-ASUFO,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
8701-DGLVH,Yes,No,No,No,No,No,No,No,No,None
8705-DWKTI,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Fiber Optic
8705-WZCYL,Yes,Yes,No,No,No,No,No,No,No,DSL
8706-HRADD,No,Yes,Yes,No,No,Yes,Yes,No,No,DSL
8707-HOEDG,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
8707-RMEZH,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Fiber Optic
8708-XPXHZ,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic
8709-KRDVL,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic
8710-YGLWG,Yes,Yes,No,No,No,No,No,No,No,DSL
8711-LOBKY,Yes,No,No,No,No,No,No,No,No,None
8713-IGZSO,Yes,No,No,No,No,No,No,No,No,None
8714-CTZJW,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Fiber Optic
8714-EUHJO,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Cable
8715-KKTFG,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic
8717-VCTXJ,Yes,No,No,No,No,No,No,No,No,None
8718-PTMEZ,No,Yes,No,Yes,No,No,No,No,No,Cable
8720-RQSBJ,Yes,Yes,No,No,No,No,No,No,No,DSL
