customer_id,gender,age,under_30,senior_citizen,partner,dependents,number_of_dependents,married
7426-RHZGU,Male,41,No,No,No,No,0,No
7426-WEIJX,Male,71,No,Yes,Yes,Yes,1,Yes
7427-AUFPY,Male,27,Yes,No,No,No,0,No
7432-FFVAR,Female,23,Yes,No,Yes,Yes,3,Yes
7434-SHXLS,Female,21,Yes,No,No,No,0,No
7435-ZNUYY,Male,24,Yes,No,No,No,0,No
7439-DKZTW,Male,49,No,No,No,No,0,No
7442-YGZFK,Male,31,No,No,No,No,0,No
7445-WMRBW,Female,49,No,No,No,No,0,No
7446-KQISO,Male,62,No,No,Yes,Yes,3,Yes
7446-SFAOA,Female,54,No,No,Yes,No,0,Yes
7446-YPODE,Male,75,No,Yes,No,No,0,No
7449-HVPIV,Male,38,No,No,Yes,Yes,3,Yes
7450-NWRTR,Male,76,No,Yes,No,No,0,No
7452-FOLON,Male,45,No,No,No,Yes,2,No
7459-IMVYU,Male,51,No,No,No,No,0,No
7459-RRWQZ,Female,51,No,No,No,No,0,No
7460-ITWWP,Female,67,No,Yes,Yes,No,0,Yes
7463-IFMQU,Female,44,No,No,Yes,No,0,Yes
7465-ZZRVX,Male,63,No,No,No,No,0,No
7469-LKBCI,Male,21,Yes,No,No,No,0,No
7470-DYNOE,Male,37,No,No,No,No,0,No
7470-MCQTK,Female,42,No,No,Yes,No,0,Yes
7471-MQPOS,Male,74,No,Yes,Yes,Yes,3,Yes
7471-WNSUF,Male,23,Yes,No,Yes,No,0,Yes
7472-EQOAV,Male,76,No,Yes,Yes,Yes,2,Yes
7473-ZBDSN,Female,38,No,No,Yes,Yes,3,Yes
7479-NITWS,Male,35,No,No,No,No,0,No
7480-QNVZJ,Male,65,No,Yes,No,No,0,No
7480-SPLEF,Male,63,No,No,Yes,Yes,2,Yes
7481-ATQQS,Female,76,No,Yes,No,No,0,No
7483-IQWIB,Male,33,No,No,Yes,Yes,1,Yes
7486-KSRVI,Male,56,No,No,No,No,0,No
7488-MXJIV,Female,63,No,No,No,No,0,No
7492-TAFJD,Male,26,Yes,No,Yes,No,0,Yes
7493-GVFIO,Male,56,No,No,No,No,0,No
7493-TPUWZ,Male,64,No,No,No,No,0,No
7495-OOKFY,Female,74,No,Yes,Yes,Yes,1,Yes
7501-IWUNG,Female,57,No,No,Yes,No,0,Yes
7501-VTYLJ,Female,21,Yes,No,No,Yes,1,No
7502-BNYGS,Female,29,Yes,No,Yes,No,0,Yes
7503-EPSZW,Female,45,No,No,Yes,Yes,3,Yes
7503-MIOGA,Female,68,No,Yes,Yes,No,0,Yes
7503-QQRVF,Male,74,No,Yes,Yes,No,0,Yes
7503-ZGUZJ,Male,25,Yes,No,No,No,0,No
7504-UWHNB,Male,42,No,No,No,No,0,No
7508-DQAKK,Female,21,Yes,No,No,No,0,No
7508-KBIMB,Male,33,No,No,Yes,Yes,3,Yes
7508-MYBOG,Male,20,Yes,No,Yes,No,0,Yes
7508-SMHXL,Female,72,No,Yes,No,No,0,No
7511-YMXVQ,Male,54,No,No,No,No,0,No
7515-LODFU,Male,67,No,Yes,No,No,0,No
7516-GMHUV,Male,77,No,Yes,Yes,No,0,Yes
7517-LDMPS,Female,31,No,No,No,No,0,No
7517-SAWMO,Female,31,No,No,Yes,No,0,Yes
7519-JTWQH,Female,30,No,No,No,No,0,No
7520-HQWJU,Female,22,Yes,No,Yes,Yes,1,Yes
7521-AFHAB,Female,45,No,No,Yes,Yes,2,Yes
7521-YXVZY,Male,38,No,No,No,Yes,3,No
7524-VRLPL,Male,71,No,Yes,No,No,0,No
7526-BEZQB,Male,39,No,No,No,No,0,No
7526-IVLYU,Male,46,No,No,No,No,0,No
7527-QNRUS,Male,33,No,No,Yes,Yes,3,Yes
7529-ZDFXI,Male,79,No,Yes,Yes,No,0,Yes
7530-HDYDS,Female,26,Yes,No,No,No,0,No
7531-GQHME,Male,34,No,No,No,No,0,No
7534-BFESC,Male,69,No,Yes,No,No,0,No
7537-CBQUZ,Male,68,No,Yes,No,No,0,No
7537-RBWEA,Female,19,Yes,No,No,No,0,No
7538-GWHML,Female,52,No,No,No,No,0,No
7541-YLXCL,Male,25,Yes,No,No,No,0,No
7542-CYDDM,Male,61,No,No,No,No,0,No
7544-ZVIKX,Male,33,No,No,Yes,Yes,2,Yes
7547-EKNFS,Male,37,No,No,Yes,No,0,Yes
7548-SEPYI,Female,62,No,No,No,No,0,No
7549-MYGPK,Female,48,No,No,Yes,No,0,Yes
7550-WIQVA,Male,34,No,No,Yes,Yes,1,Yes
7551-DACSP,Male,49,No,No,Yes,Yes,1,Yes
7551-JOHTI,Female,54,No,No,No,No,0,No
7552-KEYGT,Male,53,No,No,Yes,No,0,Yes
7554-AKDQF,Female,27,Yes,No,Yes,No,0,Yes
7554-NEWDD,Male,44,No,No,No,No,0,No
7558-IMLMT,Male,48,No,No,Yes,Yes,2,Yes
7560-QJAVJ,Female,60,No,No,No,No,0,No
7560-QRBXH,Female,32,No,No,No,No,0,No
7562-GSUHK,Female,40,No,No,No,No,0,No
7562-UXTPG,Female,40,No,No,No,No,0,No
7563-BIUPC,Male,30,No,No,No,No,0,No
7564-GHCVB,Female,27,Yes,No,Yes,No,0,Yes
7566-DSRLQ,Female,54,No,No,Yes,No,0,Yes
7567-ECMCM,Male,23,Yes,No,No,No,0,No
7568-PODML,Male,34,No,No,No,No,0,No
7569-NMZYQ,Female,33,No,No,Yes,Yes,3,Yes
7570-WELNY,Female,52,No,No,Yes,No,0,Yes
7571-YXDAD,Female,37,No,No,No,No,0,No
7572-KPVKK,Male,44,No,No,No,Yes,1,No
7576-ASEJU,Female,38,No,No,Yes,No,0,Yes
7576-JMYWV,Female,76,No,Yes,Yes,Yes,1,Yes
7576-OYWBN,Male,71,No,Yes,No,No,0,No
7577-SWIFR,Male,49,No,No,No,No,0,No
7579-KKLOE,Male,59,No,No,Yes,No,0,Yes
7579-OOPEC,Female,75,No,Yes,Yes,No,0,Yes
7580-UGXNC,Female,73,No,Yes,No,No,0,No
7581-EBBOU,Female,49,No,No,No,No,0,No
7586-ZATGZ,Male,59,No,No,No,No,0,No
7587-AOVVU,Male,39,No,No,Yes,Yes,1,Yes
7587-RZNME,Male,23,Yes,No,No,No,0,No
7590-VHVEG,Female,36,No,No,Yes,No,0,Yes
7593-JNWRU,Male,61,No,No,Yes,Yes,1,Yes
7593-XFKDI,Male,39,No,No,No,No,0,No
7594-LZNWR,Male,67,No,Yes,No,No,0,No
7594-RQHXR,Female,20,Yes,No,No,No,0,No
7595-EHCDL,Male,48,No,No,Yes,Yes,2,Yes
7595-EUIVN,Female,53,No,No,No,No,0,No
7596-IIWYC,Female,62,No,No,No,No,0,No
7596-LDUXP,Female,61,No,No,No,No,0,No
7596-ZYWBB,Female,19,Yes,No,No,No,0,No
7598-UAASY,Male,19,Yes,No,Yes,No,0,Yes
7599-FKVXZ,Male,54,No,No,Yes,No,0,Yes
7599-NTMDP,Female,32,No,No,Yes,Yes,2,Yes
7601-DHFWZ,Female,54,No,No,No,No,0,No
7601-GNDYK,Male,52,No,No,Yes,Yes,3,Yes
7601-WFVZV,Male,35,No,No,No,No,0,No
7602-DBTOU,Female,46,No,No,Yes,No,0,Yes
7602-MVRMB,Female,62,No,No,Yes,Yes,1,Yes
7603-USHJS,Male,27,Yes,No,No,Yes,1,No
7605-BDWDC,Female,35,No,No,No,No,0,No
7605-SNLQG,Female,42,No,No,Yes,No,0,Yes
7606-BPHHN,Male,39,No,No,No,No,0,No
7607-QKKTJ,Male,25,Yes,No,Yes,Yes,2,Yes
7608-RGIRO,Male,62,No,No,No,Yes,1,No
7609-NRNCA,Female,21,Yes,No,No,No,0,No
7609-YBPXG,Male,60,No,No,No,No,0,No
7610-TVOPG,Male,48,No,No,No,No,0,No
7611-YKYTC,Male,50,No,No,Yes,Yes,2,Yes
7613-LLQFO,Male,41,No,No,No,No,0,No
7614-QVWQL,Male,57,No,No,Yes,No,0,Yes
7615-ESMYF,Female,23,Yes,No,Yes,No,0,Yes
7617-EYGLW,Male,62,No,No,No,No,0,No
7619-ODSGN,Male,63,No,No,Yes,Yes,2,Yes
7619-PLRLP,Female,41,No,No,Yes,No,0,Yes
7621-VPNET,Female,60,No,No,Yes,No,0,Yes
7622-FWGEW,Male,71,No,Yes,Yes,No,0,Yes
7622-NXQZR,Male,29,Yes,No,No,No,0,No
7623-HKYRK,Male,46,No,No,No,Yes,1,No
7623-TRNQN,Male,34,No,No,No,Yes,1,No
7625-XCQRH,Female,48,No,No,No,No,0,No
7627-JKIAZ,Female,62,No,No,Yes,No,0,Yes
7629-WFGLW,Female,80,No,Yes,Yes,No,0,Yes
7629-WIXZF,Female,32,No,No,No,No,0,No
7632-MNYOY,Male,69,No,Yes,No,No,0,No
7632-YUTXB,Female,52,No,No,Yes,Yes,2,Yes
7633-MVPUY,Male,50,No,No,Yes,No,0,Yes
7634-HLQJR,Female,52,No,No,Yes,Yes,1,Yes
7634-WSWDB,Female,22,Yes,No,No,Yes,1,No
7636-OWBPG,Male,79,No,Yes,No,No,0,No
7636-PEPNS,Female,44,No,No,Yes,Yes,3,Yes
7636-XUHWW,Male,56,No,No,No,No,0,No
7638-QVMVY,Female,63,No,No,No,No,0,No
7639-LIAYI,Male,23,Yes,No,No,No,0,No
7639-OPLNG,Male,56,No,No,Yes,No,0,Yes
7639-SUPCW,Female,32,No,No,No,No,0,No
7641-EUYET,Male,76,No,Yes,Yes,No,0,Yes
7641-TQFHN,Male,21,Yes,No,No,Yes,1,No
7643-RCHXS,Female,31,No,No,Yes,Yes,3,Yes
7644-OMVMY,Male,56,No,No,Yes,Yes,1,Yes
7647-GYYKX,Female,48,No,No,Yes,Yes,4,Yes
7649-PHJVR,Male,22,Yes,No,No,No,0,No
7649-SIJJF,Male,36,No,No,Yes,No,0,Yes
7654-YWJUF,Male,61,No,No,Yes,No,0,Yes
7657-DYEPJ,Male,73,No,Yes,No,No,0,No
7658-UYUQS,Male,71,No,Yes,Yes,No,0,Yes
7660-HDPJV,Female,51,No,No,No,No,0,No
7661-CPURM,Male,49,No,No,No,No,0,No
7663-CUXZB,Male,34,No,No,Yes,No,0,Yes
7663-RGWBC,Male,44,No,No,No,No,0,No
7663-YJHSN,Female,33,No,No,Yes,No,0,Yes
7663-ZTEGJ,Male,46,No,No,No,No,0,No
7665-NKLAV,Female,19,Yes,No,Yes,Yes,3,Yes
7665-TOALD,Female,25,Yes,No,No,No,0,No
7665-VIGUD,Male,40,No,No,No,No,0,No
7666-WKRON,Female,39,No,No,No,No,0,No
7668-XCFYV,Female,77,No,Yes,Yes,No,0,Yes
7669-LCRSD,Male,49,No,No,Yes,Yes,2,Yes
7670-ZBPOQ,Female,59,No,No,Yes,No,0,Yes
7672-VFMXZ,Male,31,No,No,Yes,No,0,Yes
7673-BQGKU,Female,64,No,No,Yes,Yes,3,Yes
7673-LPRNY,Female,43,No,No,No,No,0,No
7674-YTAFD,Female,64,No,No,No,No,0,No
7675-OZCZG,Female,76,No,Yes,No,No,0,No
7677-SJJJK,Male,26,Yes,No,Yes,No,0,Yes
7682-AZNDK,Male,25,Yes,No,Yes,Yes,3,Yes
7683-CBDKJ,Male,42,No,No,Yes,Yes,1,Yes
7684-XSZIY,Male,53,No,No,Yes,Yes,3,Yes
7688-AWMDX,Male,21,Yes,No,Yes,No,0,Yes
7690-KPNCU,Male,20,Yes,No,Yes,No,0,Yes
7691-KGKGP,Male,31,No,No,Yes,Yes,1,Yes
7691-XVTZH,Female,30,No,No,Yes,No,0,Yes
7693-LCKZL,Male,57,No,No,Yes,Yes,1,Yes
7693-QPEFS,Male,75,No,Yes,No,No,0,No
7694-VLBWQ,Male,61,No,No,Yes,No,0,Yes
7695-PKLCZ,Female,32,No,No,No,No,0,No
7696-AMHOD,Female,23,Yes,No,Yes,Yes,1,Yes
7696-CFTAT,Male,24,Yes,No,Yes,Yes,3,Yes
7698-YFGEZ,Male,55,No,No,No,No,0,No
7703-ZEKEF,Male,47,No,No,No,No,0,No
7706-DZNKK,Male,63,No,No,No,No,0,No
7706-YLMQA,Female,30,No,No,No,No,0,No
7707-PYBBH,Male,49,No,No,No,No,0,No
7710-JSYOA,Female,59,No,No,Yes,Yes,1,Yes
7711-GQBZC,Female,42,No,No,Yes,Yes,1,Yes
7711-YIJWC,Male,21,Yes,No,Yes,Yes,2,Yes
7714-YXSMB,Female,60,No,No,No,No,0,No
7716-YTYHG,Female,41,No,No,Yes,No,0,Yes
7717-BICXI,Male,37,No,No,Yes,Yes,3,Yes
7718-RXDGG,Male,54,No,No,Yes,No,0,Yes
7718-UPSKJ,Female,59,No,No,Yes,No,0,Yes
7721-DVEKZ,Female,42,No,No,No,No,0,No
7721-JXEAW,Male,23,Yes,No,Yes,No,0,Yes
7722-CVFXN,Male,50,No,No,Yes,Yes,3,Yes
7722-VJRQD,Male,38,No,No,Yes,No,0,Yes
7727-SHVZV,Female,56,No,No,No,No,0,No
7729-JTEEC,Male,33,No,No,Yes,Yes,1,Yes
7729-XBTWX,Male,62,No,No,Yes,Yes,2,Yes
7730-CLDSV,Female,61,No,No,Yes,Yes,2,Yes
7730-IUTDZ,Male,63,No,No,No,No,0,No
7733-UDMTP,Female,65,No,Yes,No,No,0,No
7734-DBOAI,Female,42,No,No,Yes,Yes,2,Yes
7739-LAXOG,Female,51,No,No,Yes,No,0,Yes
7740-BTPUX,Male,72,No,Yes,Yes,No,0,Yes
7740-KKCXF,Male,61,No,No,Yes,No,0,Yes
7742-MYPGI,Female,39,No,No,Yes,Yes,2,Yes
7743-EXURX,Male,47,No,No,Yes,Yes,1,Yes
7746-AWNQW,Female,62,No,No,No,No,0,No
7746-QYVCO,Male,57,No,No,Yes,No,0,Yes
7748-UMTRK,Female,80,No,Yes,No,Yes,1,No
7750-EYXWZ,Female,62,No,No,No,No,0,No
7752-XUSCI,Female,20,Yes,No,No,No,0,No
7753-USQYQ,Male,47,No,No,No,No,0,No
7754-IXRMC,Female,39,No,No,No,No,0,No
7758-UJWYS,Male,31,No,No,Yes,Yes,1,Yes
7758-XKCBS,Male,56,No,No,No,No,0,No
7760-OYPDY,Female,32,No,No,No,Yes,2,No
7762-ONLJY,Female,62,No,No,Yes,Yes,3,Yes
7762-URZQH,Male,30,No,No,Yes,No,0,Yes
7764-BDPEE,Male,50,No,No,No,Yes,3,No
7765-LWVVH,Female,39,No,No,Yes,Yes,2,Yes
7766-CLTIC,Female,58,No,No,No,No,0,No
7767-UXAGJ,Male,37,No,No,No,No,0,No
7771-CFQRQ,Female,32,No,No,Yes,Yes,3,Yes
7771-ZONAT,Male,62,No,No,No,No,0,No
7774-OJSXI,Male,53,No,No,No,No,0,No
7776-QGYJC,Female,64,No,No,Yes,Yes,5,Yes
7776-QWNFX,Male,71,No,Yes,Yes,No,0,Yes
7777-UNYHB,Female,43,No,No,Yes,Yes,1,Yes
7779-LGOVN,Male,74,No,Yes,Yes,No,0,Yes
7779-ORAEL,Male,77,No,Yes,Yes,No,0,Yes
7780-OTDSO,Male,51,No,No,Yes,No,0,Yes
7781-EWARA,Male,19,Yes,No,Yes,Yes,3,Yes
7781-HVGMK,Female,56,No,No,Yes,No,0,Yes
7783-YKGDV,Female,49,No,No,No,No,0,No
7785-RDVIG,Female,53,No,No,Yes,Yes,2,Yes
7786-WBJYI,Female,31,No,No,No,No,0,No
7787-BNTZM,Male,56,No,No,No,No,0,No
7789-CRUVC,Female,77,No,Yes,Yes,No,0,Yes
7789-HKSBS,Female,79,No,Yes,Yes,No,0,Yes
7794-JASDG,Male,37,No,No,No,No,0,No
7795-CFOCW,Male,53,No,No,No,No,0,No
7797-EJMDP,Female,34,No,No,No,No,0,No
7798-JVXYM,Female,52,No,No,No,No,0,No
7799-DSEWS,Male,22,Yes,No,No,No,0,No
7799-LGRDP,Female,42,No,No,No,No,0,No
7801-CEDNV,Male,33,No,No,Yes,No,0,Yes
7801-KICAO,Female,43,No,No,No,No,0,No
7802-EFKNY,Male,37,No,No,Yes,No,0,Yes
7803-XOCCZ,Female,54,No,No,Yes,Yes,2,Yes
7808-DVWEP,Male,51,No,No,Yes,No,0,Yes
7811-JIVPF,Female,44,No,No,No,No,0,No
7812-FZHPE,Female,31,No,No,Yes,Yes,2,Yes
7813-TKCVO,Female,23,Yes,No,Yes,No,0,Yes
7813-ZGGAW,Male,68,No,Yes,No,No,0,No
7814-LEEVE,Female,60,No,No,Yes,No,0,Yes
7815-PDTHL,Male,64,No,No,No,No,0,No
7816-VGHTO,Female,61,No,No,Yes,Yes,2,Yes
7817-BOQPW,Female,32,No,No,No,No,0,No
7817-OMJNA,Male,23,Yes,No,No,No,0,No
7820-ZYGNY,Male,33,No,No,No,No,0,No
7821-DPRQE,Male,25,Yes,No,Yes,No,0,Yes
7823-JSOAG,Male,39,No,No,No,No,0,No
7824-PANSQ,Male,52,No,No,No,No,0,No
7825-ECJRF,Female,43,No,No,No,Yes,1,No
7825-GKXMW,Female,41,No,No,No,No,0,No
7826-VVKWT,Female,69,No,Yes,Yes,Yes,1,Yes
7831-QGOXH,Female,27,Yes,No,No,No,0,No
7833-PKIHD,Male,59,No,No,Yes,No,0,Yes
7838-LAZFO,Male,38,No,No,Yes,No,0,Yes
7839-NUIAA,Female,27,Yes,No,Yes,Yes,1,Yes
7839-QRKXN,Female,62,No,No,No,No,0,No
7841-FCRQD,Female,27,Yes,No,Yes,No,0,Yes
7841-TZDMQ,Male,19,Yes,No,No,No,0,No
7845-URHJN,Female,24,Yes,No,Yes,No,0,Yes
7850-THJMU,Female,40,No,No,Yes,Yes,2,Yes
7850-VWJUU,Female,37,No,No,No,No,0,No
7851-FLGGQ,Male,49,No,No,No,No,0,No
7851-WZEKY,Female,32,No,No,No,No,0,No
7852-LECYP,Male,79,No,Yes,Yes,No,0,Yes
7853-GVUDZ,Female,55,No,No,Yes,Yes,1,Yes
7853-OETYL,Female,40,No,No,Yes,No,0,Yes
7853-WNZSY,Male,58,No,No,No,No,0,No
7854-EDSSA,Male,46,No,No,No,No,0,No
7854-EKTJL,Female,31,No,No,No,Yes,5,No
7854-FOKSF,Male,54,No,No,No,No,0,No
7855-DIWPO,Female,60,No,No,No,No,0,No
7856-GANIL,Male,71,No,Yes,Yes,No,0,Yes
7858-GTZSP,Female,33,No,No,No,No,0,No
7860-KSUGX,Male,25,Yes,No,Yes,No,0,Yes
7860-UXCRM,Male,22,Yes,No,Yes,Yes,2,Yes
7861-UVUFT,Female,36,No,No,Yes,No,0,Yes
7868-BGSZA,Male,30,No,No,Yes,No,0,Yes
7868-TMWMZ,Female,69,No,Yes,Yes,No,0,Yes
7869-ZYDST,Male,33,No,No,Yes,No,0,Yes
7872-BAAZR,Female,49,No,No,Yes,Yes,1,Yes
7872-RDDLZ,Female,68,No,Yes,No,No,0,No
7873-CVMAW,Male,61,No,No,No,No,0,No
7874-ECPQJ,Female,57,No,No,No,Yes,2,No
7876-AEHIG,Female,48,No,No,No,No,0,No
7876-BEUTG,Female,34,No,No,No,No,0,No
7876-DNYAP,Female,29,Yes,No,Yes,Yes,2,Yes
7878-JGDKK,Male,38,No,No,No,No,0,No
7878-RTCZG,Female,55,No,No,No,No,0,No
7879-CGSFV,Male,19,Yes,No,No,No,0,No
7880-XSOJX,Male,50,No,No,No,No,0,No
7881-EVUAD,Female,49,No,No,No,No,0,No
7881-INRLC,Male,34,No,No,No,No,0,No
7883-ROJOC,Female,33,No,No,Yes,No,0,Yes
7890-VYYWG,Male,67,No,Yes,Yes,No,0,Yes
7892-POOKP,Female,23,Yes,No,Yes,Yes,3,Yes
7892-QVYKW,Female,25,Yes,No,Yes,Yes,1,Yes
7893-IXHRQ,Male,53,No,No,No,No,0,No
7895-VONWT,Female,20,Yes,No,No,No,0,No
7898-PDWQE,Male,22,Yes,No,Yes,No,0,Yes
7901-HXJVA,Male,20,Yes,No,No,No,0,No
7901-IIDQV,Male,28,Yes,No,No,No,0,No
7901-TBKJX,Male,76,No,Yes,No,No,0,No
7903-CMPEY,Male,78,No,Yes,Yes,No,0,Yes
7905-NJMXS,Male,68,No,Yes,Yes,No,0,Yes
7905-TVXTA,Female,63,No,No,No,No,0,No
7908-QCBCA,Female,47,No,No,Yes,No,0,Yes
7909-FIOIY,Female,21,Yes,No,Yes,Yes,1,Yes
7912-SYRQT,Female,35,No,No,No,No,0,No
7916-VCCPB,Female,58,No,No,Yes,Yes,1,Yes
7919-ZODZZ,Female,32,No,No,Yes,Yes,2,Yes
7921-BEPCI,Female,40,No,No,No,No,0,No
7921-LMDFQ,Male,69,No,Yes,No,No,0,No
7923-IYJWY,Male,68,No,Yes,No,No,0,No
7924-GJZFI,Female,75,No,Yes,Yes,No,0,Yes
7925-PNRGI,Female,51,No,No,Yes,Yes,2,Yes
7926-IJOOU,Male,50,No,No,No,No,0,No
7927-AUXBZ,Female,45,No,No,No,No,0,No
7928-VJYAB,Male,44,No,No,Yes,Yes,1,Yes
7929-DMBCV,Female,45,No,No,Yes,No,0,Yes
7929-SKFGK,Male,23,Yes,No,Yes,No,0,Yes
7931-PXHFC,Male,46,No,No,No,No,0,No
7932-WPTDS,Female,77,No,Yes,Yes,No,0,Yes
7938-OUHIO,Male,28,Yes,No,No,No,0,No
7940-UQQUG,Female,42,No,No,Yes,Yes,2,Yes
7941-RCJOW,Male,34,No,No,No,No,0,No
7943-RQCHR,Female,34,No,No,No,No,0,No
7945-HLKEA,Female,29,Yes,No,No,No,0,No
7945-PRBVF,Male,47,No,No,No,No,0,No
7950-XWOVN,Male,60,No,No,No,No,0,No
7951-QKZPL,Female,21,Yes,No,Yes,No,0,Yes
7951-VRDVK,Female,26,Yes,No,No,No,0,No
7952-OBOYL,Male,24,Yes,No,No,No,0,No
7954-MLBUN,Male,41,No,No,No,No,0,No
7956-XQWGU,Male,43,No,No,No,No,0,No
7957-RYHQD,Female,65,No,Yes,No,No,0,No
7963-GQRMY,Female,19,Yes,No,Yes,No,0,Yes
7963-SHNDT,Female,63,No,No,No,No,0,No
7964-VEXDG,Male,61,No,No,No,Yes,2,No
7964-YESJC,Female,21,Yes,No,Yes,No,0,Yes
7964-ZRKKG,Male,44,No,No,Yes,No,0,Yes
7966-YOTQW,Male,29,Yes,No,No,No,0,No
7967-HYCDE,Male,26,Yes,No,No,No,0,No
7968-QUXNS,Male,24,Yes,No,No,No,0,No
7969-AULMZ,Female,63,No,No,No,No,0,No
7969-FFOWG,Male,30,No,No,Yes,No,0,Yes
7971-HLVXI,Male,62,No,No,Yes,Yes,2,Yes
7973-DZRKH,Female,20,Yes,No,No,Yes,1,No
7975-JMZNT,Male,19,Yes,No,Yes,No,0,Yes
7975-TZMLR,Male,37,No,No,No,No,0,No
7976-CICYS,Male,49,No,No,No,No,0,No
7977-HXJKU,Male,45,No,No,No,Yes,2,No
7978-DKUQH,Female,26,Yes,No,Yes,No,0,Yes
7979-CORPM,Male,40,No,No,No,No,0,No
7980-MHFLQ,Female,42,No,No,Yes,Yes,3,Yes
7982-VCELR,Female,20,Yes,No,No,No,0,No
7989-AWGEH,Male,24,Yes,No,Yes,Yes,2,Yes
7989-CHGTL,Male,52,No,No,No,No,0,No
7989-VCQOH,Male,29,Yes,No,Yes,Yes,1,Yes
7993-NQLJE,Male,39,No,No,Yes,Yes,1,Yes
7993-PYKOF,Male,20,Yes,No,Yes,No,0,Yes
7994-UYIVZ,Male,62,No,No,Yes,No,0,Yes
7994-XIRTR,Male,79,No,Yes,No,No,0,No
7995-ZHHNZ,Male,56,No,No,Yes,No,0,Yes
7996-BPXHY,Female,44,No,No,Yes,Yes,3,Yes
7996-MHXLW,Female,51,No,No,No,No,0,No
7997-EASSD,Female,56,No,No,Yes,No,0,Yes
7998-WNZEM,Male,51,No,No,No,No,0,No
7998-ZLXWN,Female,21,Yes,No,Yes,No,0,Yes
8000-REIQB,Female,73,No,Yes,No,No,0,No
8003-EWNDZ,Female,52,No,No,No,No,0,No
8006-PYCSW,Female,60,No,No,No,No,0,No
8007-YYPWD,Female,52,No,No,No,No,0,No
8008-ESFLK,Female,43,No,No,Yes,No,0,Yes
8008-HAWED,Male,38,No,No,No,No,0,No
8008-OTEZX,Female,30,No,No,Yes,Yes,2,Yes
8010-EZLOU,Male,75,No,Yes,No,No,0,No
8012-SOUDQ,Female,65,No,Yes,No,No,0,No
8015-IHCGW,Female,53,No,No,Yes,Yes,1,Yes
8016-NCFVO,Male,70,No,Yes,No,No,0,No
8016-ZMGMO,Female,73,No,Yes,Yes,No,0,Yes
8017-LXHFA,Female,77,No,Yes,No,No,0,No
8017-UVSZU,Female,62,No,No,Yes,No,0,Yes
8019-ENHXU,Male,50,No,No,Yes,No,0,Yes
8020-BWHYL,Female,70,No,Yes,No,No,0,No
8022-BECSI,Male,62,No,No,No,No,0,No
8023-QHAIO,Female,72,No,Yes,Yes,No,0,Yes
8024-XNAFQ,Female,66,No,Yes,No,No,0,No
8028-PNXHQ,Male,40,No,No,Yes,No,0,Yes
8029-XYPWT,Male,72,No,Yes,Yes,No,0,Yes
8033-ATFAS,Female,32,No,No,Yes,Yes,2,Yes
8033-VCZGH,Male,27,Yes,No,Yes,No,0,Yes
8034-RYTVV,Female,19,Yes,No,No,No,0,No
8035-BUYVG,Male,39,No,No,Yes,No,0,Yes
8035-PWSEV,Female,60,No,No,No,No,0,No
8039-ACLPL,Female,29,Yes,No,Yes,No,0,Yes
8039-EQPIM,Male,22,Yes,No,Yes,No,0,Yes
8040-MNRTF,Female,47,No,No,No,No,0,No
8041-TMEID,Male,73,No,Yes,Yes,No,0,Yes
8042-JVNFH,Male,23,Yes,No,No,No,0,No
8042-RNLKO,Male,40,No,No,No,No,0,No
8043-PNYSD,Male,48,No,No,Yes,Yes,2,Yes
8044-BGWPI,Male,50,No,No,Yes,Yes,2,Yes
8046-DNVTL,Male,56,No,No,Yes,No,0,Yes
8048-DSDFQ,Male,63,No,No,No,No,0,No
8049-WJCLQ,Male,50,No,No,Yes,Yes,2,Yes
8050-DVOJX,Male,67,No,Yes,No,No,0,No
8050-WYBND,Female,55,No,No,No,Yes,2,No
8050-XGRVL,Female,22,Yes,No,Yes,Yes,3,Yes
8051-HJRLT,Female,72,No,Yes,No,No,0,No
8053-WWDRO,Female,62,No,No,Yes,No,0,Yes
8058-DMYRU,Male,69,No,Yes,No,No,0,No
8058-INTPH,Female,57,No,No,No,No,0,No
8058-JMEQO,Female,76,No,Yes,No,No,0,No
8059-UDZFY,Female,73,No,Yes,No,Yes,2,No
8060-HIWJJ,Male,35,No,No,No,No,0,No
8062-YBDOE,Male,70,No,Yes,No,No,0,No
8063-GBATB,Female,74,No,Yes,No,No,0,No
8063-RJYNF,Male,27,Yes,No,No,No,0,No
8064-RAVOH,Male,44,No,No,No,Yes,3,No
8065-BVEPF,Male,80,No,Yes,No,No,0,No
8065-QBYTO,Female,68,No,Yes,No,No,0,No
8065-YKXKD,Female,39,No,No,No,No,0,No
8066-POXGX,Female,28,Yes,No,No,No,0,No
8067-NIOYM,Female,51,No,No,Yes,Yes,3,Yes
8069-RHUXK,Female,55,No,No,Yes,No,0,Yes
8069-YQQAJ,Male,63,No,No,No,No,0,No
8070-AAWZP,Male,68,No,Yes,Yes,No,0,Yes
8071-SBTRN,Female,63,No,No,No,No,0,No
8073-IJDCM,Female,44,No,No,No,No,0,No
8075-GXIUB,Male,79,No,Yes,Yes,No,0,Yes
8076-FEZKJ,Male,58,No,No,No,No,0,No
8079-XRJRS,Male,39,No,No,Yes,No,0,Yes
8080-DDEMJ,Male,71,No,Yes,No,No,0,No
8080-POTJR,Female,59,No,No,No,No,0,No
8082-GHXOP,Male,20,Yes,No,No,Yes,1,No
8083-YTZES,Male,52,No,No,No,No,0,No
8084-OIVBS,Female,31,No,No,No,No,0,No
